const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,1,SABA.RAJENDRAN,Dravida Munnetra Kazhagam,51951,818,52769,31.26
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,2,RAJENDRAN.R,All India Anna Dravida Munnetra Kazhagam,62862,869,63731,37.76
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,3,VEERAMANI.B,Naam Tamilar Katchi,4382,62,4444,2.63
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,4,JOTHIMURUGAN.V,Bahujan Samaj Party,130,1,131,0.08
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,5,ANAND.K,Tamilaga Vettri Kazhagam,33956,335,34291,20.32
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,6,THIRUMALVALAVAN.T,Tamizhaga Vaazhvurimai Katchi,11246,135,11381,6.74
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,7,MAYAKRISHNAN.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,136,0,136,0.08
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,8,KARTHIKEYAN.C.M,Independent,457,2,459,0.27
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,9,SATHIYASEELAN.M,Independent,100,2,102,0.06
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,10,CHEZHIYAN.G,Independent,220,1,221,0.13
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,11,MANIMARAN.P,Independent,343,4,347,0.21
153,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22153.htm,12,NOTA,None of the Above,764,4,768,0.46
