const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,1,NIVIN SIMON. J,Bharatiya Janata Party,30435,635,31070,17.5
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,2,RAJESH KUMAR. S,Indian National Congress,65354,1080,66434,37.42
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,3,HIMLAR,Naam Tamilar Katchi,12490,274,12764,7.19
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,4,SABIN. S,Tamilaga Vettri Kazhagam,64441,682,65123,36.68
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,5,PRABHU. S,Thamizhaka Padaippalar Makkal Katchi,409,1,410,0.23
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,6,RUBIN ANTONY,Tamizhaga Vaazhvurimai Katchi,153,3,156,0.09
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,7,JUSTIN. T,Indian Christian Front,82,3,85,0.05
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,8,DR. RAMACHANDRAN. M,Independent,71,2,73,0.04
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,9,SATHEESH. S,Independent,128,0,128,0.07
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,10,AJAI (ALIAS) NAGARAJAN,Independent,240,1,241,0.14
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,11,BERRILA. L,Independent,193,4,197,0.11
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,12,BABY RAJ. P,Independent,157,5,162,0.09
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,13,JUSTIN. M,Independent,188,1,189,0.11
234,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22234.htm,14,NOTA,None of the Above,491,11,502,0.28
