const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,1,ARIVAZHAGAN. D,Bahujan Samaj Party,674,4,678,0.27
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,2,SUGANYA. J,Naam Tamilar Katchi,9312,162,9474,3.74
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,3,THAMIZHSELVAN. R,All India Anna Dravida Munnetra Kazhagam,72040,676,72716,28.67
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,4,DR. JAYALAKSHMI. S.T,Dravida Munnetra Kazhagam,74447,2042,76489,30.15
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,5,SIVAKUMAR. K,Tamilaga Vettri Kazhagam,89776,1106,90882,35.83
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,6,DHAMODHARAN. S,Tamizhaga Vaazhvurimai Katchi,358,2,360,0.14
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,7,ANANDAJOTHI PARAMASIVAM,Independent,232,3,235,0.09
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,8,CHANDRAKUMAR. P,Independent,339,0,339,0.13
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,9,SHIYAMALA. M,Independent,421,0,421,0.17
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,10,SUBRAMANIAN. R,Independent,593,2,595,0.23
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,11,JAYACHANDRAN. B,Independent,304,1,305,0.12
147,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22147.htm,12,NOTA,None of the Above,1132,28,1160,0.46
