const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,1,KAVITHA RENGANATHAN,Naam Tamilar Katchi,4744,69,4813,2.25
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,2,M KANAGARAJ,Bahujan Samaj Party,269,4,273,0.13
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,3,M.R.K.PANNEERSELVAM,Dravida Munnetra Kazhagam,75778,917,76695,35.84
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,4,A BHUVANENTHIRAN,All India Anna Dravida Munnetra Kazhagam,68444,662,69106,32.3
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,5,T KANNAN,Tamizhaga Vaazhvurimai Katchi,7065,48,7113,3.32
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,6,R SRINIVASAN,Tamil Telugu National Party,319,4,323,0.15
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,7,RAJKUMAR D,Tamilaga Vettri Kazhagam,52623,487,53110,24.82
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,8,ARUMUGAM R,Independent,928,0,928,0.43
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,9,DHANAKESAVAMOORTHY A.C.T,Independent,265,0,265,0.12
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,10,MANIMALA R,Independent,456,2,458,0.21
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,11,MUTHAZHAGAN N,Independent,252,0,252,0.12
156,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22156.htm,12,NOTA,None of the Above,609,20,629,0.29
