const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,1,RM. KARUMANICKAM,Indian National Congress,66394,644,67038,30.43
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,2,M.KEERTHIKA,All India Anna Dravida Munnetra Kazhagam,63205,674,63879,29
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,3,N PREMNATH,Naam Tamilar Katchi,13224,165,13389,6.08
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,4,A MUTHUSAMY,Bahujan Samaj Party,256,2,258,0.12
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,5,R ILAIYARAJA,Indhu Dravida Makkal Katchi,180,0,180,0.08
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,6,K KALEESWARAN,Tamizhaga Vaazhvurimai Katchi,214,1,215,0.1
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,7,S SURESH KASINI VENTHAN,All India Forward Bloc,1463,19,1482,0.67
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,8,S.BALUSAMY,Puthiya Tamilagam,607,12,619,0.28
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,9,RAJEEV,Tamilaga Vettri Kazhagam,69001,550,69551,31.57
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,10,MS ABDUL BAKKI,Independent,208,1,209,0.09
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,11,ALLA PICHAI,Independent,111,1,112,0.05
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,12,ALAGARSAMY PANDIAN,Independent,657,18,675,0.31
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,13,N ANBU BAGURUDEEN,Independent,123,2,125,0.06
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,14,SAKTHIK KUMAR,Independent,149,1,150,0.07
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,15,B SIKKANDAR,Independent,328,2,330,0.15
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,16,A SEGU ALI UDUMAN,Independent,480,1,481,0.22
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,17,R THILAGESWARAN,Independent,455,2,457,0.21
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,18,A DINESH KUMAR,Independent,486,5,491,0.22
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,19,DEVASITHAM,Independent,110,2,112,0.05
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,20,A MANI,Independent,59,3,62,0.03
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,21,M.VIJAY,Independent,106,3,109,0.05
210,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22210.htm,22,NOTA,None of the Above,347,7,354,0.16
