const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,1,ARJUNAN. P,All India Anna Dravida Munnetra Kazhagam,62325,774,63099,32.19
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,2,PACHIMUTHU. P,Naam Tamilar Katchi,5205,37,5242,2.67
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,3,VANNI ARASU,Viduthalai Chiruthaigal Katchi,63094,739,63833,32.56
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,4,VENKATACHALAPATHY. A,Bahujan Samaj Party,420,2,422,0.22
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,5,SAKTHIVEL. S,Tamilaga Vettri Kazhagam,60836,323,61159,31.2
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,6,MOHAN. A,MAKKAL SAKTHI KATCHI,198,3,201,0.1
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,7,RAMNESHWARAN. V,Thakkam Katchi,65,0,65,0.03
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,8,VANJINATHAN. C,Tamizhaga Vaazhvurimai Katchi,72,2,74,0.04
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,9,CHANDARAN. A,Independent,99,0,99,0.05
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,10,DURKALI. N,Independent,69,9,78,0.04
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,11,DEVAKUMARAN. E,Independent,197,1,198,0.1
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,12,PON.SIVAKUMAR,Independent,196,3,199,0.1
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,13,VINOTH. S,Independent,433,2,435,0.22
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,14,VISWANATHAN. S.A,Independent,208,0,208,0.11
72,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2272.htm,15,NOTA,None of the Above,704,10,714,0.36
