const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,1,NACHIMUTHU. S,Bahujan Samaj Party,580,5,585,0.28
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,2,PANDI. N,Communist Party of India (Marxist),64942,592,65534,31.41
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,3,MURUGESWARI. B,Naam Tamilar Katchi,6195,105,6300,3.02
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,4,RAVIMANOHARAN. K,All India Anna Dravida Munnetra Kazhagam,66426,560,66986,32.11
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,5,DR. PRAVEEN KUMAR. M,Tamilaga Vettri Kazhagam,65742,551,66293,31.78
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,6,RAMAMOORTHI. G,Rashtriya Samaj Dal (R),271,2,273,0.13
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,7,VAYKKALDURAI. K,Puthiya Tamilagam,148,3,151,0.07
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,8,ASHOKKUMAR. G,Independent,253,1,254,0.12
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,9,ANBARASU. R,Independent,70,0,70,0.03
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,10,THANNASIAPPAN. P,Independent,135,1,136,0.07
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,11,THIRUMALAISAMY. B,Independent,90,2,92,0.04
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,12,BALACHANDRAN. M,Independent,214,0,214,0.1
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,13,PRAVEENKUMAR. R,Independent,283,0,283,0.14
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,14,MADHESWARI. R,Independent,178,0,178,0.09
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,15,JAYAKUMAR. T,Independent,519,1,520,0.25
127,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22127.htm,16,NOTA,None of the Above,738,12,750,0.36
