const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,1,AASSAN MAULAANA J.M.H,Indian National Congress,45416,512,45928,24.85
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,2,ASHOK. M.K,All India Anna Dravida Munnetra Kazhagam,46505,620,47125,25.5
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,3,KEERTHANA. M,Naam Tamilar Katchi,7656,41,7697,4.16
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,4,MOHANRAJ. K,Bahujan Samaj Party,237,2,239,0.13
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,5,KANCHANA. R,Tamizhaga Murpokku Makkal Katchi,203,2,205,0.11
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,6,KUMAR. R,Tamilaga Vettri Kazhagam,80057,373,80430,43.52
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,7,POYYAMOZHI. M,Proutist Sarva Samaj,127,3,130,0.07
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,8,MANI. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,132,1,133,0.07
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,9,MOHAMED YASEEN. I,Thakkam Katchi,47,4,51,0.03
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,10,ROKESH KUMAR. V,Tamizhaga Vaazhvurimai Katchi,114,3,117,0.06
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,11,ASHOK. M,Independent,83,5,88,0.05
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,12,AZARUTHEEN. M,Independent,60,3,63,0.03
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,13,AHAMMED NAZEER KHAN,Independent,23,1,24,0.01
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,14,KANNAN. K,Independent,82,3,85,0.05
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,15,KALA PETHACHI,Independent,229,4,233,0.13
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,16,SARABESHWAR SISU. P,Independent,128,1,129,0.07
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,17,SURESH K,Independent,134,3,137,0.07
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,18,DIWAKAR. R,Independent,129,1,130,0.07
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,19,DEEPAK RAVI,Independent,27,0,27,0.01
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,20,BHASKAR. G,Independent,45,2,47,0.03
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,21,MOHAN. R,Independent,32,0,32,0.02
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,22,RADHAKRISHNAN. D.R,Independent,143,0,143,0.08
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,23,RAJASEKAR. S,Independent,58,3,61,0.03
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,24,RITISH,Independent,12,0,12,0.01
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,25,VIGNESH. M,Independent,69,1,70,0.04
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,26,VIGNESH. R,Independent,65,1,66,0.04
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,27,JANAGARAJ RAVI GUNASEELAN,Independent,76,1,77,0.04
26,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2226.htm,28,NOTA,None of the Above,1318,18,1336,0.72
