const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,1,BHOJARAJAN.M,Bharatiya Janata Party,47734,754,48488,32.61
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,2,RAGUPATHY.B,Naam Tamilar Katchi,4551,90,4641,3.12
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,3,RAMACHANDRAN.B,Indian National Congress,44879,779,45658,30.7
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,4,IBRAHIM.R,Tamilaga Vettri Kazhagam,47002,510,47512,31.95
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,5,SAVEETHA.R,Tamizhaga Vaazhvurimai Katchi,409,9,418,0.28
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,6,MANIAN.R,Independent,452,10,462,0.31
108,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22108.htm,7,NOTA,None of the Above,1502,23,1525,1.03
