const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,1,M. SINDHU EZHILARASAN,Naam Tamilar Katchi,13075,75,13150,3.97
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,2,K. SELVAPERUNTHAGAI,Indian National Congress,92498,867,93365,28.2
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,3,K. PALANI,All India Anna Dravida Munnetra Kazhagam,72440,742,73182,22.1
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,4,A. GURUANANDHAN,Anaithinthiya Anna Dravida Makkal Seyal katchi,476,3,479,0.14
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,5,A.GNANASEKARAN,Tamizhaga Vaazhvurimai Katchi,269,2,271,0.08
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,6,M.TAMILARASAN,Communist Party of India (Marxist-Leninist) (Liberation),507,4,511,0.15
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,7,THENNARASU.K,Tamilaga Vettri Kazhagam,146950,661,147611,44.58
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,8,D.PURUSHOTHAMAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,484,5,489,0.15
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,9,ELANGOVAN SIVAKUMAR,Independent,110,2,112,0.03
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,10,J. NITHYA,Independent,147,29,176,0.05
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,11,E. MURUGAN,Independent,93,19,112,0.03
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,12,G. RAJATHI,Independent,211,0,211,0.06
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,13,P. VEDHAGIRI,Independent,257,1,258,0.08
29,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2229.htm,14,NOTA,None of the Above,1158,3,1161,0.35
