const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,1,A.P.NANDAKUMAR,Dravida Munnetra Kazhagam,68468,753,69221,32
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2,M.RAVIKUMAR,Naam Tamilar Katchi,4630,116,4746,2.19
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,3,D.VELAZHAGAN,All India Anna Dravida Munnetra Kazhagam,75629,673,76302,35.27
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,4,R.SARAVANAN,Namadhu Makkal Katchi,346,5,351,0.16
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,5,V.VINOTHKANNA,Tamizhaga Vaazhvurimai Katchi,172,20,192,0.09
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,6,V.S.VENKATESH,Aanaithinthiya Jananayaka Pathukappu Kazhagam,216,1,217,0.1
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,7,R.VELMURUGAN,Tamilaga Vettri Kazhagam,62602,685,63287,29.26
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,8,P.JAYASEELAN,Puthiya Tamilagam,163,3,166,0.08
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,9,E.SURESH,Independent,75,2,77,0.04
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,10,S.SELVAMOORTHY,Independent,87,3,90,0.04
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,11,M.NANDHA KUMAR,Independent,91,4,95,0.04
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,12,K.MANOHARAN,Independent,318,1,319,0.15
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,13,R.RAMESH,Independent,150,2,152,0.07
44,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,14,NOTA,None of the Above,1092,11,1103,0.51
