const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,1,KASIRAMAN. K,Naam Tamilar Katchi,6809,77,6886,3.65
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,2,VENKATESAN. K,Bahujan Samaj Party,202,4,206,0.11
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,3,JAMAL MOHAMED YOUNOOS. Y.N,Indian National Congress,67189,822,68011,36.09
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,4,ARAVAAZHI. K,All India Jananayaka Makkal Kazhagam,357,4,361,0.19
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,5,KARTHICK. A,Samaniya Makkal Nala Katchi,76,2,78,0.04
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,6,SARAVANAN. K,Tamizhaga Vaazhvurimai Katchi,310,2,312,0.17
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,7,PALANISAMY. A M.COM.,Pattali Makkal Katchi,56621,545,57166,30.33
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,8,MANIMARAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,295,3,298,0.16
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,9,HAROON RASHEED. S.S,Tamilaga Vettri Kazhagam,52242,296,52538,27.88
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,10,ANANTHAKUMAR. R,Independent,196,2,198,0.11
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,11,GANGADHARAN. R,Independent,305,2,307,0.16
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,12,GOBALA KRISHNAN. S,Independent,142,4,146,0.08
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,13,SAMPATH. L,Independent,274,3,277,0.15
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,14,THIMOTHY. T,Independent,277,0,277,0.15
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,15,NATARAJAN. R,Independent,104,2,106,0.06
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,16,NAVANITHAM. S,Independent,241,4,245,0.13
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,17,BHARATHIRAJA. B,Independent,104,0,104,0.06
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,18,RAMKUMAR. S BBA.LLB,Independent,58,2,60,0.03
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,19,VEERASAMY. T,Independent,329,0,329,0.17
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,20,JAMAL MOHAMED,Independent,81,1,82,0.04
161,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22161.htm,21,NOTA,None of the Above,465,9,474,0.25
