const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,1,SATHEESHKUMAR .M,Bahujan Samaj Party,245,7,252,0.13
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,2,SIVAJOTHI .M,Naam Tamilar Katchi,4480,83,4563,2.43
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,3,L.E. JOTHIMANI,Viduthalai Chiruthaigal Katchi,84130,1049,85179,45.33
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,4,ALAVANTHAR .M,Tamizhaga Vaazhvurimai Katchi,559,4,563,0.3
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,5,G. KALYANA SUNDARAM,All India Jananayaka Makkal Kazhagam,246,1,247,0.13
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,6,S. SEENUVASAN,Tamilaga Vettri Kazhagam,42798,358,43156,22.97
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,7,A. SOZHAN,Pattali Makkal Katchi,51360,756,52116,27.74
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,8,BABU .B,Rashtriya Samaj Dal (R),188,1,189,0.1
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,9,S. MURALI,Aanaithinthiya Jananayaka Pathukappu Kazhagam,338,4,342,0.18
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,10,M.A.T. ARCHUNAN,Independent,324,0,324,0.17
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,11,SANKARKUMAR .S,Independent,508,1,509,0.27
159,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22159.htm,12,NOTA,None of the Above,455,10,465,0.25
