const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,1,V.G. RAAJENDRAN,Dravida Munnetra Kazhagam,66729,701,67430,29.78
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,2,K. SENTHILKUMAR,Naam Tamilar Katchi,5452,61,5513,2.43
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,3,BE VEE RAMANAH,All India Anna Dravida Munnetra Kazhagam,56086,476,56562,24.98
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,4,B. RAJESH KUMAR,Bahujan Samaj Party,668,6,674,0.3
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,5,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,91683,507,92190,40.71
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,6,E. MANI,Republican Party of India (Athawale),644,9,653,0.29
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,7,E. RAJARATHINAM,Tamizhaga Vaazhvurimai Katchi,134,0,134,0.06
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,8,N. VENKATESAN,Aanaithinthiya Jananayaka Pathukappu Kazhagam,352,2,354,0.16
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,9,E.KOTHANDAN,Independent,201,2,203,0.09
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,10,N. NAGENDRABABU,Independent,184,0,184,0.08
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,11,N. BALAKRISHNAN,Independent,186,0,186,0.08
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,12,R. RAMANAN,Independent,118,0,118,0.05
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,13,G. RAJENDIRAN,Independent,223,4,227,0.1
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,14,S. RAJENDRAN,Independent,867,1,868,0.38
4,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS224.htm,15,NOTA,None of the Above,1122,10,1132,0.5
