const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,1,P.THANGAMANI,All India Anna Dravida Munnetra Kazhagam,72783,700,73483,35.79
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,2,S.BALU,Dravida Munnetra Kazhagam,39520,473,39993,19.48
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,3,UVARANI SURESH,Naam Tamilar Katchi,7611,52,7663,3.73
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,4,J KARTHI,Vishwa Tamil Kazhagam,142,0,142,0.07
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,5,PALANISAMY,Samaniya Makkal Nala Katchi,71,0,71,0.03
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,6,PANNERSELVAM,Anaithinthiya Anna Dravida Makkal Seyal katchi,233,0,233,0.11
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,7,C.VIJAYALAKSHMI,Tamilaga Vettri Kazhagam,80874,305,81179,39.54
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,8,AMIRTHALINGAM,Independent,127,1,128,0.06
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,9,KARTHI,Independent,116,4,120,0.06
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,10,R.KUMARESAN,Independent,96,1,97,0.05
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,11,GOPALAKRISHNAN,Independent,52,0,52,0.03
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,12,SARAVANAN,Independent,56,0,56,0.03
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,13,G. SAMUELRAJ,Independent,71,1,72,0.04
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,14,SIVARAJ,Independent,68,0,68,0.03
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,15,P.SENTHILKUMAR,Independent,183,1,184,0.09
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,16,SELVARAJ,Independent,437,0,437,0.21
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,17,K. PALANIVEL,Independent,326,0,326,0.16
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,18,A.MURUGANANDHAN,Independent,184,1,185,0.09
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,19,R.RAJA,Independent,65,0,65,0.03
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,20,VENKATACHALAM,Independent,30,0,30,0.01
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,21,S JAYAVEL,Independent,75,0,75,0.04
97,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2297.htm,22,NOTA,None of the Above,658,7,665,0.32
