const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,1,P.L.SUNDARAM,Communist Party of India,62178,929,63107,29.41
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,2,S.SOUNDARYA,Naam Tamilar Katchi,5766,66,5832,2.72
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,3,A.BANNARI,All India Anna Dravida Munnetra Kazhagam,67116,706,67822,31.6
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,4,B.PALANISWAMY,Bahujan Samaj Party,1021,8,1029,0.48
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,5,V.P.TAMILSELVI,Tamilaga Vettri Kazhagam,71879,512,72391,33.73
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,6,RAKKI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,323,4,327,0.15
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,7,A.AMRISH,Independent,175,2,177,0.08
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,8,GOPALAN.M,Independent,192,1,193,0.09
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,9,C.PALANICHAMY,Independent,476,5,481,0.22
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,10,S.PALANISWAMY,Independent,329,4,333,0.16
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,11,RAMAKRISHNAN,Independent,540,3,543,0.25
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,12,DR.HANUMAIAH.C,Independent,551,5,556,0.26
107,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22107.htm,13,NOTA,None of the Above,1787,17,1804,0.84
