const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,1,T. PARIVALLAL,Dravida Munnetra Kazhagam,54796,769,55565,30
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,2,PRATHEEBA,Bahujan Samaj Party,346,2,348,0.19
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,3,N. MADHAN,Naam Tamilar Katchi,6907,85,6992,3.78
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,4,LEEMAROSE MARTIN,All India Anna Dravida Munnetra Kazhagam,60329,466,60795,32.82
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,5,K. IMMACULATE MARY,Samaniya Makkal Nala Katchi,398,1,399,0.22
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,6,P. ELANCHEZHIYAN,Puthiya Tamilagam,130,1,131,0.07
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,7,E. YESUDOSS,Tamilaga Makkal Nala Katchi,182,1,183,0.1
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,8,KU PA KRISHNAN,Tamilaga Vettri Kazhagam,57595,461,58056,31.35
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,9,P. SARAVANAN,Tamizhaga Vaazhvurimai Katchi,135,0,135,0.07
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,10,JOSEPHIN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,190,2,192,0.1
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,11,A. AMALAN SAVARIMUTHU,Independent,67,1,68,0.04
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,12,M. KRISHNAN,Independent,66,0,66,0.04
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,13,K. SENTHILKUMAR,Independent,129,1,130,0.07
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,14,R. TAMILARASAN,Independent,49,3,52,0.03
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,15,K. DHARMARAJ,Independent,85,1,86,0.05
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,16,DHANAMOORTHY .R,Independent,219,1,220,0.12
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,17,R. DINESHKUMAR,Independent,401,2,403,0.22
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,18,R. PONSILAMBU,Independent,335,5,340,0.18
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,19,MANSOOR ALIKHAN,Independent,98,3,101,0.05
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,20,V. MUTHUSAMY,Independent,170,0,170,0.09
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,21,MOHAMED ABUBAKKAR SIDDIQ,Independent,60,0,60,0.03
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,22,M. RAMESHKUMAR,Independent,119,1,120,0.06
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,23,JINNAH JAKEER HUSSAIN,Independent,138,1,139,0.08
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,24,A. JEGAN SALAMONDOSS,Independent,72,0,72,0.04
143,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22143.htm,25,NOTA,None of the Above,384,6,390,0.21
