const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,1,P.SARAVANAN,All India Anna Dravida Munnetra Kazhagam,24557,425,24982,15.44
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,2,G.THALAPATHI,Dravida Munnetra Kazhagam,54088,727,54815,33.88
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,3,V THIRUNAVUKKARASU,Naam Tamilar Katchi,7281,134,7415,4.58
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,4,A.KALLANAI,Tamilaga Vettri Kazhagam,72121,732,72853,45.03
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,5,R RAJKUMAR,Naam Indiar Party,135,3,138,0.09
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,6,M J VOLTAIRE,Socialist Unity Centre Of India (COMMUNIST),120,2,122,0.08
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,7,N.KUPPUSAMY,Independent,25,0,25,0.02
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,8,J.KESAVARAJAH,Independent,82,0,82,0.05
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,9,M.P.SANKARAPANDI,Independent,122,0,122,0.08
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,10,C.SATHISHKUMAR,Independent,92,2,94,0.06
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,11,D.MOHAMED ISMAIL,Independent,161,3,164,0.1
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,12,P MUTHUSAMY,Independent,101,0,101,0.06
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,13,A.RAJANGAM,Independent,133,2,135,0.08
191,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22191.htm,14,NOTA,None of the Above,732,21,753,0.47
