const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,1,ANITHA. A,Naam Tamilar Katchi,5055,190,5245,2.38
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,2,SHANMUGAM. A,Dravida Munnetra Kazhagam,70263,1931,72194,32.81
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,3,SAMPATHKUMAR. V,All India Anna Dravida Munnetra Kazhagam,74063,1460,75523,34.32
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,4,NEHRU. G,Bahujan Samaj Party,690,6,696,0.32
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,5,KARUTHAMMAL. S,Naadaalum Makkal Katchi,481,6,487,0.22
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,6,KUPPURAJ. K,Tamilar Makkal Katchi,119,1,120,0.05
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,7,MANILA. S,Tamizhaga Vaazhvurimai Katchi,209,4,213,0.1
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,8,MARIKANNU. C,Republican Party of India (Athawale),622,30,652,0.3
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,9,RAKESH. K,Tamilaga Vettri Kazhagam,61685,1071,62756,28.52
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,10,VENKATESH (A) DR. V.K. SWAMY,Bharat Jan Chikitsa Party,158,3,161,0.07
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,11,SAMPATH. K,Independent,107,3,110,0.05
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,12,SAMPATH. C,Independent,215,2,217,0.1
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,13,THANGAVEL. K,Independent,437,4,441,0.2
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,14,PARTHIPAN. P,Independent,444,1,445,0.2
61,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2261.htm,15,NOTA,None of the Above,758,24,782,0.36
