const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,1,THANKA.KATHIRAVAN,All India Anna Dravida Munnetra Kazhagam,41108,478,41586,27.48
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,2,FATHIMA FARHANA.S,Naam Tamilar Katchi,5305,43,5348,3.53
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,3,M.H.JAWAHIRULLAH,Dravida Munnetra Kazhagam,55695,610,56305,37.21
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,4,M.SUGUMAR,Tamilaga Vettri Kazhagam,46291,233,46524,30.74
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,5,J.V.DURAI,All India Youth Development Party,207,0,207,0.14
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,6,K.RAJASEKAR,Puthiya Tamilagam,85,1,86,0.06
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,7,VALLABADAS.E,Tamizhaga Vaazhvurimai Katchi,60,0,60,0.04
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,8,M.IYYANKALAI,Independent,72,0,72,0.05
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,9,T.KATHIRAVAN,Independent,48,6,54,0.04
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,10,SAKTHIVEL,Independent,136,0,136,0.09
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,11,N P BHASHGARAN,Independent,145,10,155,0.1
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,12,S.PREM,Independent,150,0,150,0.1
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,13,N.VIJAYARAGAVAN,Independent,162,2,164,0.11
163,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22163.htm,14,NOTA,None of the Above,473,6,479,0.32
