const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,1,GANAPATHY. K,Dravida Munnetra Kazhagam,79667,549,80216,27.31
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,2,P. BENJAMIN,All India Anna Dravida Munnetra Kazhagam,54456,249,54705,18.63
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,3,REVATHI L,Naam Tamilar Katchi,12977,47,13024,4.43
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,4,AGNI SELVARAJU. J,Naadaalum Makkal Katchi,264,2,266,0.09
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,5,MUTHURAMAN. S,Anna MGR Dravida Makkal Kalgam,70,1,71,0.02
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,6,MURALI. S,Naam Indiar Party,298,2,300,0.1
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,7,RHEVANTH CHARAN,Tamilaga Vettri Kazhagam,141423,302,141725,48.26
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,8,K. VENKATESAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,171,0,171,0.06
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,9,J. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,232,1,233,0.08
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,10,D. ANANDAN,Independent,67,0,67,0.02
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,11,K. GANAPATHY,Independent,96,3,99,0.03
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,12,V. KAMALA KANNAN,Independent,119,0,119,0.04
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,13,SARAVANAN KUMAR,Independent,78,0,78,0.03
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,14,R. SIVA,Independent,315,7,322,0.11
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,15,M. BALASUBRAMANIAN,Independent,67,0,67,0.02
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,16,S. BENJAMIN MOSES,Independent,206,1,207,0.07
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,17,PONMUTHU RAMESH,Independent,200,2,202,0.07
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,18,N.A. MANI,Independent,157,0,157,0.05
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,19,R. YUVARAJ,Independent,82,2,84,0.03
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,20,VIGNESH NANDAGOPAL,Independent,83,0,83,0.03
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,21,M. JAMES,Independent,34,0,34,0.01
7,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS227.htm,22,NOTA,None of the Above,1448,14,1462,0.5
