const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,1,ISAKI PANDIAN,Bahujan Samaj Party,515,3,518,0.22
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,2,DR.KALAI KATHIRAVAN,Dravida Munnetra Kazhagam,78535,1164,79699,33.92
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,3,S.SELVA MOHANDAS PANDIAN,All India Anna Dravida Munnetra Kazhagam,68626,774,69400,29.53
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,4,P. PUSHPALATHA,Naam Tamilar Katchi,16121,273,16394,6.98
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,5,GOMATHI SANKAR,Tamizhaga Vaazhvurimai Katchi,228,6,234,0.1
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,6,R. SELVAKUMAR,Naam Indiar Party,79,1,80,0.03
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,7,S.THIRUMALAI KUMAR,Puthiya Tamilagam,1321,44,1365,0.58
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,8,M.POOSA DURAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,7639,76,7715,3.28
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,9,S.MANOGARAN,Kamarajar Deseeya Congress,240,4,244,0.1
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,10,A. RAJAPRAKASH,Tamilaga Vettri Kazhagam,54929,614,55543,23.64
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,11,GANESHAN. S,Independent,89,1,90,0.04
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,12,K.M.KALIAPPAN,Independent,130,0,130,0.06
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,13,R.KRISHNAN,Independent,200,4,204,0.09
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,14,SHAHUL HAMEED,Independent,280,15,295,0.13
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,15,S. THANGAPALAM,Independent,425,7,432,0.18
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,16,DURAIRAJ,Independent,420,4,424,0.18
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,17,P.NOBLE KRISHNA,Independent,238,1,239,0.1
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,18,G. POORANA SELVAN,Independent,547,1,548,0.23
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,19,M. PONNUDURAI,Independent,311,0,311,0.13
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,20,A.MARIAPPAN,Independent,109,2,111,0.05
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,21,K.MUTHU,Independent,114,0,114,0.05
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,22,R. RAMKUMAR,Independent,221,3,224,0.1
222,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22222.htm,23,NOTA,None of the Above,651,22,673,0.29
