const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,1,M. ANUSIYA,Naam Tamilar Katchi,16966,313,17279,8.81
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,2,P.M.RAMAJEYAM,Dravida Munnetra Kazhagam,51927,615,52542,26.79
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,3,C. ARUNA DEVI,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,745,16,761,0.39
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,4,DR.K. KRISHNASAMY,Puthiya Tamilagam,14756,294,15050,7.67
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,5,R SUNDARARAJ,Amma Makkal Munnettra Kazagam,25390,481,25871,13.19
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,6,SUBBULAKSHMI. S,Naam Indiar Party,226,4,230,0.12
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,7,C .SELVAKUMAR,Tamizhaga Vaazhvurimai Katchi,506,9,515,0.26
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,8,P .MATHANRAJA,Tamilaga Vettri Kazhagam,80561,1064,81625,41.62
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,9,M. ANANTH,Independent,354,3,357,0.18
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,10,S .MUTHUSELVAM,Independent,260,4,264,0.13
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,11,G .MURUGAN,Independent,152,4,156,0.08
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,12,M .LAKSHMANAN,Independent,197,4,201,0.1
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,13,VEDAPRAKASH. A,Independent,387,0,387,0.2
217,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22217.htm,14,NOTA,None of the Above,853,26,879,0.45
