const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,1,ARCHANA TAMILARUVI,Naam Tamilar Katchi,5060,156,5216,2.2
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,2,PALANIAPPAN. P,Dravida Munnetra Kazhagam,66830,1885,68715,29.04
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,3,MARAGATHAM VETRIVEL,All India Anna Dravida Munnetra Kazhagam,100096,1733,101829,43.03
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,4,GANESAN. S,Vishwa Tamil Kazhagam,761,9,770,0.33
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,5,CHENNAKRISHNAN. V,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,238,5,243,0.1
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,6,THILAGAVATHI. S,Tamilaga Vettri Kazhagam,56666,953,57619,24.35
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,7,POOVARASU,Tamilar Makkal Katchi,121,0,121,0.05
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,8,JAMUNARANI. M,Naadaalum Makkal Katchi,186,1,187,0.08
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,9,SATHISH. S,Independent,75,1,76,0.03
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,10,CHINNASAMY. P,Independent,78,0,78,0.03
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,11,TAMILRAJ. K,Independent,143,3,146,0.06
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,12,PALANIAPPAN. R,Independent,309,6,315,0.13
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,13,MURUGAN. S,Independent,326,1,327,0.14
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,14,MOORTHI. P,Independent,301,1,302,0.13
60,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2260.htm,15,NOTA,None of the Above,661,16,677,0.29
