const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,1,RAMACHANDRAN.S,All India Anna Dravida Munnetra Kazhagam,89434,1069,90503,41.18
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,2,PITCHANDI.K,Dravida Munnetra Kazhagam,59157,881,60038,27.32
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,3,LOGANATHAN.V,Naam Tamilar Katchi,6092,92,6184,2.81
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,4,SHANMUGAM.A,Thamizhaka Padaippalar Makkal Katchi,164,1,165,0.08
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,5,RAJASEKAR.P,Tamizhaga Vaazhvurimai Katchi,294,1,295,0.13
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,6,RAJA.D,Tamilaga Vettri Kazhagam,58767,363,59130,26.9
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,7,LOKESHWARAN.R,Anti Corruption Dynamic Party,129,1,130,0.06
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,8,JANAKIRAMAN.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,226,2,228,0.1
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,9,ATHIYAMAAN.M,Independent,44,1,45,0.02
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,10,RAMACHANDRAN.K,Independent,56,9,65,0.03
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,11,SASIKUMAR.S,Independent,52,10,62,0.03
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,12,SANTHOSHKUMAR.E,Independent,75,1,76,0.03
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,13,SAMPATHRAJ.M,Independent,151,4,155,0.07
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,14,SURYAPRAKASH.S,Independent,144,2,146,0.07
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,15,DHILIPKUMAR.D,Independent,257,3,260,0.12
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,16,PICHANDI.D,Independent,533,0,533,0.24
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,17,PICHANDI.R,Independent,603,1,604,0.27
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,18,PICHANDI.V,Independent,302,0,302,0.14
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,19,MURUGAN.M,Independent,47,0,47,0.02
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,20,RAMACHANDRAN.K,Independent,33,0,33,0.02
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,21,RAMACHANDIRAN.R,Independent,27,0,27,0.01
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,22,RAJASEKAR.I,Independent,143,0,143,0.07
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,23,RAJKUMAR.R,Independent,179,0,179,0.08
64,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2264.htm,24,NOTA,None of the Above,434,6,440,0.2
