const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,1,KAMARAJ.S,Bahujan Samaj Party,385,2,387,0.2
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,2,BHARATHISELVAN.R,Naam Tamilar Katchi,8153,87,8240,4.25
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,3,RAJAA.T.R.B,Dravida Munnetra Kazhagam,66068,782,66850,34.44
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,4,KAMARAJ. S,Amma Makkal Munnettra Kazagam,67837,579,68416,35.25
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,5,GOVINDARAJ.G,Tamizhaga Vaazhvurimai Katchi,633,2,635,0.33
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,6,BHARATHI.B,Puthiya Tamilagam,328,15,343,0.18
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,7,MUTHUVEL.V,Tamilaga Makkal Nala Katchi,114,1,115,0.06
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,8,RASUPILLAI.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1943,6,1949,1
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,9,RAJARAJAN.U,Tamilaga Vettri Kazhagam,44026,240,44266,22.81
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,10,ARULPRAKASH. P,Independent,284,1,285,0.15
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,11,KAMARAJ.A,Independent,645,19,664,0.34
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,12,DURAI ARASAN.K,Independent,148,1,149,0.08
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,13,NAMASIVAYAM.N,Independent,659,0,659,0.34
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,14,PRABHU. S,Independent,632,1,633,0.33
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,15,MARIMUTHU.A.V.M,Independent,104,0,104,0.05
167,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22167.htm,16,NOTA,None of the Above,399,6,405,0.21
