const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,1,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,95014,1180,96194,35.5
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,2,LOGESHWARI S,Naam Tamilar Katchi,6449,76,6525,2.41
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,3,VASANTHAVEL G R,Dravida Munnetra Kazhagam,97584,887,98471,36.34
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,4,UDHAYAKUMAR R,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,590,0,590,0.22
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,5,SUDHAKAR M,Tamilaga Vettri Kazhagam,65739,469,66208,24.43
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,6,BALAKRISHNAN K,Anna Makkal Katchi,138,2,140,0.05
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,7,ARASAN K,Independent,73,0,73,0.03
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,8,KRISHNAMOORTHY V,Independent,281,1,282,0.1
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,9,SANKAR S,Independent,78,0,78,0.03
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,10,SASIKUMAR N,Independent,102,8,110,0.04
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,11,SENTHIL P,Independent,215,2,217,0.08
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,12,PARTHIBAN V,Independent,166,4,170,0.06
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,13,MANIKANDAN P,Independent,642,0,642,0.24
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,14,RAMAKRISHNAN R,Independent,250,1,251,0.09
77,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2277.htm,15,NOTA,None of the Above,1047,4,1051,0.39
