const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,1,ESWARAN. P,Bahujan Samaj Party,560,5,565,0.28
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,2,INGUR. C. LOGANATHAN,Naam Tamilar Katchi,6401,67,6468,3.22
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,3,THOPPU VENKATACHALAM (ALIAS) N.D. VENKATACHALAM,Dravida Munnetra Kazhagam,59662,947,60609,30.2
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,4,JAYAKUMAR. S,All India Anna Dravida Munnetra Kazhagam,69408,894,70302,35.03
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,5,ARUNACHALAM. V. P,Tamilaga Vettri Kazhagam,59030,453,59483,29.64
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,6,SHANTHOSH KRISHNAN. S,Tamizhaga Vaazhvurimai Katchi,268,3,271,0.14
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,7,VALARMATHI. P,Samaniya Makkal Nala Katchi,77,0,77,0.04
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,8,SANTHOSH. S,Independent,257,2,259,0.13
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,9,SELVARAJU. M,Independent,152,2,154,0.08
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,10,PALANISAMY. M,Independent,172,2,174,0.09
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,11,VENKATACHALAM. C,Independent,869,9,878,0.44
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,12,GEORGE STEPHEN. A,Independent,341,4,345,0.17
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,13,JAYAPRAKASH. K,Independent,287,2,289,0.14
103,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22103.htm,14,NOTA,None of the Above,792,20,812,0.4
