const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,1,CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,14774,338,15112,6.53
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,2,S.PANDI,All India Anna Dravida Munnetra Kazhagam,47085,416,47501,20.53
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,3,R.S.RAJAKANNAPPAN,Dravida Munnetra Kazhagam,67117,886,68003,29.39
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,4,M. IRULANDI,Naadaalum Makkal Katchi,1250,0,1250,0.54
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,5,A. SARAVANAKUMAR,Naam Indiar Party,147,1,148,0.06
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,6,K.SENTHIL MALLAR,Tamizhaga Vaazhvurimai Katchi,1086,63,1149,0.5
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,7,G. SELVARAJ,Puthiya Makkal Tamil Desam Katchi,337,2,339,0.15
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,8,MALARVIZHI. B,Tamilaga Vettri Kazhagam,50787,618,51405,22.22
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,9,C.MALAISELVAM,Puthiya Tamilagam,967,26,993,0.43
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,10,DR.R.RAMKUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,39742,680,40422,17.47
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,11,K.GANGAI AMARAN,Independent,194,2,196,0.08
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,12,M.KARUPPA SAMY,Independent,159,5,164,0.07
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,13,C.KENGUSAMY,Independent,165,1,166,0.07
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,14,SATHIYAM C.SARAVANAN,Independent,2035,7,2042,0.88
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,15,V.PANDI,Independent,438,2,440,0.19
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,16,M.BOOMINATHAN (A) M.K.VAIYAVAN,Independent,335,0,335,0.14
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,17,K.MURUGAN,Independent,207,1,208,0.09
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,18,R.MOOVENDRAN,Independent,484,2,486,0.21
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,19,RAVI GOVINTHAN,Independent,445,0,445,0.19
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,20,K.RAJAKUMAR,Independent,140,0,140,0.06
212,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22212.htm,21,NOTA,None of the Above,421,8,429,0.19
