const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,1,SUNDAR.K,Dravida Munnetra Kazhagam,69426,1268,70694,31.04
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,2,MARAM MASILAMANI.B.S,Naam Tamilar Katchi,5667,116,5783,2.54
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,3,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,339,3,342,0.15
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,4,MAGESHKUMAR.P,Pattali Makkal Katchi,61785,1024,62809,27.58
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,5,MUNIRATHINAM.J,Tamilaga Vettri Kazhagam,83909,1008,84917,37.28
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,6,JAKIRUSAN.D,Tamizhaga Vaazhvurimai Katchi,234,1,235,0.1
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,7,ANBU.V,Independent,221,0,221,0.1
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,8,KAMALAKANNAN.K,Independent,68,2,70,0.03
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,9,GUNASEKAR.V,Independent,103,22,125,0.05
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,10,CITTIBABU.R,Independent,91,4,95,0.04
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,11,DEVARAJAN.C,Independent,549,2,551,0.24
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,12,DEVENTHIRAMOORTHY.S,Independent,363,27,390,0.17
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,13,MAGESH KUMAR.T,Independent,193,14,207,0.09
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,14,MAHESWARI.J,Independent,210,2,212,0.09
36,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2236.htm,15,NOTA,None of the Above,1085,29,1114,0.49
