const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,1,ALAGAMMAL A,Naam Tamilar Katchi,9570,107,9677,4.05
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,2,SELVAKUMAR K,Dravida Munnetra Kazhagam,73336,503,73839,30.88
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,3,NATHAM VISWANATHAN R,All India Anna Dravida Munnetra Kazhagam,85215,493,85708,35.84
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,4,ALEX S,Tamizhaga Vaazhvurimai Katchi,715,0,715,0.3
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,5,RAMESH L N,Tamilaga Vettri Kazhagam,64603,394,64997,27.18
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,6,RAJASEKARAN P,Aanaithinthiya Jananayaka Pathukappu Kazhagam,246,1,247,0.1
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,7,VIJAYAKUMAR S,Puthiya Tamilagam,103,0,103,0.04
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,8,GOPAL R,Independent,307,0,307,0.13
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,9,SATHAM USAIN M,Independent,154,1,155,0.06
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,10,SUNDAR C,Independent,53,0,53,0.02
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,11,DHANDABANI K,Independent,79,2,81,0.03
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,12,TAMILSELVAN C,Independent,108,3,111,0.05
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,13,MANIKANDAN V,Independent,137,1,138,0.06
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,14,MARIA AROCKIAM S,Independent,245,0,245,0.1
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,15,MURUGAN K,Independent,273,0,273,0.11
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,16,MURUGESAN C,Independent,289,0,289,0.12
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,17,RAMA JANARTHANAN S,Independent,233,0,233,0.1
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,18,VADIVEL K,Independent,584,0,584,0.24
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,19,VIJAYAKUMAR S,Independent,465,0,465,0.19
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,20,VENKATESAN G,Independent,148,1,149,0.06
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,21,VENKATESH P,Independent,175,0,175,0.07
131,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22131.htm,22,NOTA,None of the Above,585,11,596,0.25
