const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,1,C. UTHAYAKUMAR,Bharatiya Janata Party,47427,329,47756,28.49
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,2,M. CHINNADURAI,Communist Party of India (Marxist),46188,546,46734,27.88
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,3,NATHIYA,Naam Tamilar Katchi,10082,107,10189,6.08
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,4,N. SUBRAMANIAN,Tamilaga Vettri Kazhagam,58386,409,58795,35.08
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,5,DHANARASU,Namadhu Makkal Katchi,403,2,405,0.24
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,6,ARUNKUMAR . S,Independent,642,11,653,0.39
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,7,SASIKUMAR P,Independent,320,9,329,0.2
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,8,SENTHILKUMAR N,Independent,637,5,642,0.38
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,9,T. MURUGESAN,Independent,403,1,404,0.24
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,10,M. LAKSHMANAN,Independent,584,0,584,0.35
178,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22178.htm,11,NOTA,None of the Above,1120,7,1127,0.67
