const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,1,GAJENDRAN.KANAGA,Bahujan Samaj Party,634,6,640,0.32
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,2,SAKTHI.M,All India Anna Dravida Munnetra Kazhagam,59441,591,60032,29.95
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,3,SUBASH.R,Naam Tamilar Katchi,7330,67,7397,3.69
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,4,SENTHILSELVAN.R,Dravida Munnetra Kazhagam,70765,684,71449,35.64
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,5,GOPINATH.S,Tamilaga Vettri Kazhagam,58886,263,59149,29.51
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,6,PANDIYAN.C.R,Indhu Dravida Makkal Katchi,249,0,249,0.12
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,7,BABUSANKAR.R,Our Mahathma National Party,193,1,194,0.1
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,8,PETHAPERUMAL.K,Tamizhaga Vaazhvurimai Katchi,201,0,201,0.1
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,9,MALATHI.A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,362,3,365,0.18
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,10,TAMILVENTHAN.R,Independent,215,2,217,0.11
160,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22160.htm,11,NOTA,None of the Above,549,6,555,0.28
