const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,1,ELANGO. R,Dravida Munnetra Kazhagam,70058,769,70827,39.11
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,2,SUGANYA. S,Bahujan Samaj Party,354,5,359,0.2
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,3,SELVAKUMAR. K,All India Anna Dravida Munnetra Kazhagam,48823,466,49289,27.22
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,4,NAREN. S,Naam Tamilar Katchi,5083,71,5154,2.85
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,5,ASIYA BEGUM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,290,0,290,0.16
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,6,KARTHIKEYAN. P,Tamilaga Vettri Kazhagam,51118,327,51445,28.41
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,7,SAKTHIVEL. R,Viduthalai Kalam Katchi,210,1,211,0.12
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,8,RAVI. AG,Tamizhaga Vaazhvurimai Katchi,392,6,398,0.22
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,9,ARASUMANI. G,Independent,61,0,61,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,10,ARIVALAGAN. M,Independent,51,0,51,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,11,KATHIRESAN. M,Independent,49,0,49,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,12,KAVIYARASU. T,Independent,49,1,50,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,13,KIRUBANANTH. S,Independent,61,0,61,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,14,SILAMBARASAN. P,Independent,114,0,114,0.06
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,15,SIVALINGAM. T,Independent,120,2,122,0.07
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,16,SOWMIYA. R,Independent,284,0,284,0.16
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,17,TAMILARASAN. M,Independent,346,0,346,0.19
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,18,NATARAJAN. P,Independent,326,0,326,0.18
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,19,NARENDRAKUMAR. G,Independent,158,0,158,0.09
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,20,NATCHIMUTHU. V,Independent,92,0,92,0.05
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,21,PRAVEEN. S,Independent,47,0,47,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,22,BOOPATHY. S,Independent,283,1,284,0.16
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,23,MANIKANDAN. T,Independent,86,0,86,0.05
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,24,MATHIYALAGAN. P,Independent,58,0,58,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,25,MURUGESAN. R,Independent,33,0,33,0.02
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,26,MOHANKUMAR. K,Independent,47,0,47,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,27,RAGUPATHI. S,Independent,35,0,35,0.02
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,28,RAMALINGAM. V,Independent,38,0,38,0.02
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,29,RAJASEKARAN. N,Independent,70,0,70,0.04
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,30,RAJENDARAN. N,Independent,56,0,56,0.03
134,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22134.htm,31,NOTA,None of the Above,626,11,637,0.35
