const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,1,ABIRAMI. D,Naam Tamilar Katchi,14749,436,15185,6.78
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,2,SARAVANAKUMAR. T,Indian National Congress,58841,624,59465,26.54
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,3,MAHENDRAN. I,All India Anna Dravida Munnetra Kazhagam,63206,732,63938,28.54
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,4,VELLAIPANDI. V,Bahujan Samaj Party,711,13,724,0.32
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,5,AYYAPPAN. P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,16303,317,16620,7.42
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,6,VIJAY. M,Tamilaga Vettri Kazhagam,64693,1050,65743,29.34
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,7,KIRANYA. S,Independent,259,3,262,0.12
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,8,DHANASEKARAN. T,Independent,169,0,169,0.08
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,9,THIAGARAJAN. O. V,Independent,332,5,337,0.15
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,10,THIRUMOORTHY. A,Independent,268,2,270,0.12
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,11,PRAVEENA. S,Independent,343,0,343,0.15
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,12,MUTHU. N,Independent,299,1,300,0.13
197,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22197.htm,13,NOTA,None of the Above,671,21,692,0.31
