const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,1,P. GEETHA JEEVAN,Dravida Munnetra Kazhagam,62045,760,62805,30.68
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,2,CHELLAPANDIAN S.T.,All India Anna Dravida Munnetra Kazhagam,25879,334,26213,12.8
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,3,JACOB DEVADOSS ABISHEAK R.,Naam Tamilar Katchi,11574,178,11752,5.74
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,4,YESADURAI S.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,682,7,689,0.34
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,5,KIDAR SAMSDEEN N.A.,Tamizhaga Vaazhvurimai Katchi,170,2,172,0.08
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,6,SAHAYAM T.,Communist Party of India (Marxist-Leninist) (Liberation),143,0,143,0.07
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,7,PRASANNA KUMAR M.,Makkal Nalvaazhvuk Katchi,137,0,137,0.07
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,8,PONKUMARAN P.P.M.T,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,259,2,261,0.13
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,9,SRIKANTH M.V.,Naam Indiar Party,243,0,243,0.12
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,10,SRINATH,Tamilaga Vettri Kazhagam,99900,636,100536,49.11
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,11,SAMUEL J.,Independent,338,4,342,0.17
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,12,DHINAKARAN S.T.R.M.,Independent,260,2,262,0.13
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,13,BABU P.,Independent,112,3,115,0.06
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,14,MARUTHU PANDIAN P.,Independent,85,0,85,0.04
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,15,MUNEESWARA MOORTHY S.,Independent,103,1,104,0.05
214,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22214.htm,16,NOTA,None of the Above,835,18,853,0.42
