const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,1,SANGAI. GANESAN,Indian National Congress,41969,598,42567,21.66
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,2,M. KAVITHA,Naam Tamilar Katchi,12442,325,12767,6.5
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,3,DR. DHILIPAN JAISHANKAR,All India Anna Dravida Munnetra Kazhagam,63854,1011,64865,33.01
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,4,S. MARIAPPAN,Bahujan Samaj Party,495,5,500,0.25
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,5,N.SELVAM,Naam Indiar Party,132,2,134,0.07
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,6,K. THANGAVEL,Puthiya Makkal Tamil Desam Katchi,162,1,163,0.08
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,7,J. PANDI,Bharatha Makkal Katchi,181,2,183,0.09
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,8,PRABAKARAN,Puthiya Tamilagam,4509,103,4612,2.35
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,9,C. RAVI,Tamilaga Makkal Nala Katchi,481,6,487,0.25
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,10,C. RAMARAJAN,Tamilaga Vettri Kazhagam,57194,1182,58376,29.71
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,11,VASANTHI MURUGESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,7763,243,8006,4.07
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,12,VELRAJ .S,Tamizhaga Vaazhvurimai Katchi,167,3,170,0.09
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,13,S.ARULRAJ,Independent,258,1,259,0.13
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,14,ANAND,Independent,653,8,661,0.34
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,15,K. SUBBURAJ,Independent,214,1,215,0.11
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,16,K.SURESH,Independent,762,4,766,0.39
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,17,V. PAULPANDIAN,Independent,502,2,504,0.26
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,18,S. MUTHUSELVAN,Independent,183,0,183,0.09
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,19,K. RAVIKUMAR,Independent,398,0,398,0.2
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,20,M. RAJ,Independent,104,0,104,0.05
219,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22219.htm,21,NOTA,None of the Above,529,31,560,0.29
