const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,1,THAMIMUN ANSARI. M,Dravida Munnetra Kazhagam,68566,1173,69739,35.48
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,2,THAMIZH,Naam Tamilar Katchi,6014,155,6169,3.14
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,3,PANDIAN. K.A,All India Anna Dravida Munnetra Kazhagam,62826,1166,63992,32.55
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,4,DHANASEKARAN. M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,333,6,339,0.17
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,5,NEDUNCHEZHIYAN,Tamilaga Vettri Kazhagam,53945,639,54584,27.77
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,6,MUNISANKAR. K,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,126,0,126,0.06
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,7,EASAN NATARAJAN. T,Independent,129,1,130,0.07
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,8,THIRUGNANAM. K,Independent,162,1,163,0.08
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,9,MANIMARAN. D,Independent,211,0,211,0.11
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,10,VENKATESAN. D,Independent,154,3,157,0.08
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,11,ER. JAYAKKUMAR. R,Independent,158,2,160,0.08
158,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22158.htm,12,NOTA,None of the Above,777,39,816,0.42
