const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,1,DR. ELANGOVAN. V.,Desiya Murpokku Dravida Kazhagam,55457,1448,56905,23.85
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,2,SHANTHALAKSHMI. K.,Naam Tamilar Katchi,6558,200,6758,2.83
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,3,SARAVANAN. A.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,1059,19,1078,0.45
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,4,SIVAGAMI. G.,Tamilar Makkal Katchi,377,5,382,0.16
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,5,SIVAN. M.,Tamilaga Vettri Kazhagam,71487,1330,72817,30.52
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,6,SOWMIYA ANBUMANI,Pattali Makkal Katchi,91469,2244,93713,39.28
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,7,PRASANTH. DBJ.,Tamizhaga Vaazhvurimai Katchi,813,8,821,0.34
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,8,MANIKANDAN. S.,Vishwa Tamil Kazhagam,705,5,710,0.3
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,9,MADHU. P.,Naadaalum Makkal Katchi,496,9,505,0.21
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,10,ARUMUGAM. MUNI.,Independent,210,5,215,0.09
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,11,KUMAR. V.,Independent,348,5,353,0.15
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,12,SARAVANAN. G.,Independent,969,14,983,0.41
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,13,SIVAM. R.,Independent,161,5,166,0.07
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,14,SIVAN. A.,Independent,362,10,372,0.16
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,15,SUNDARAMOORTHY. M.,Independent,190,2,192,0.08
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,16,THIRUPATHI. M.,Independent,763,0,763,0.32
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,17,NAGARAJAN. D.,Independent,615,4,619,0.26
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,18,PALANI. K.,Independent,171,7,178,0.07
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,19,PRABHAKARAN. M.,Independent,106,2,108,0.05
59,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2259.htm,20,NOTA,None of the Above,889,52,941,0.39
