const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,1,ELUMALAI. C,Bharatiya Janata Party,33809,471,34280,15.58
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,2,RAJ. S,Bahujan Samaj Party,281,0,281,0.13
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,3,VIGNESH. S,Naam Tamilar Katchi,5930,81,6011,2.73
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,4,VELU. E.V,Dravida Munnetra Kazhagam,87271,1002,88273,40.11
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,5,ARUL ARUMUGAM,Tamilaga Vettri Kazhagam,85172,646,85818,39
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,6,KANNAN. P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,256,0,256,0.12
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,7,NAKKIRAN. A,Thamizhaka Padaippalar Makkal Katchi,134,1,135,0.06
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,8,BENNY RAJAN. C.J,Republican Party of India (Athawale),611,16,627,0.28
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,9,MALLI. S,Tamizhaga Vaazhvurimai Katchi,121,1,122,0.06
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,10,VIJAYAKUMAR. S,Naadaalum Makkal Katchi,276,1,277,0.13
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,11,VELU. V,Anti Corruption Dynamic Party,80,1,81,0.04
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,12,ARUL. K,Independent,323,2,325,0.15
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,13,ARUL ANAND. V,Independent,168,1,169,0.08
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,14,ANBALAGAN. M,Independent,58,1,59,0.03
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,15,ADHITHYA PALANISAMY. A,Independent,188,0,188,0.09
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,16,ANANTH. A. M,Independent,212,0,212,0.1
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,17,ELUMALAI. A S/O ARUMUGAM,Independent,356,0,356,0.16
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,18,ELUMALAI. C S/O CHINNAKUZHANTHAI,Independent,130,0,130,0.06
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,19,ELUMALAI. C S/O CHINNARASU,Independent,87,0,87,0.04
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,20,KOTHANDAPANI. B,Independent,284,0,284,0.13
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,21,SALAM .M,Independent,474,0,474,0.22
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,22,PALANI. N,Independent,219,0,219,0.1
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,23,MAHESWARI. R,Independent,76,1,77,0.03
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,24,MARIKKANNU. E,Independent,61,0,61,0.03
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,25,MOORTHY. P,Independent,42,0,42,0.02
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,26,RAMESH. V,Independent,129,0,129,0.06
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,27,RAJA. V,Independent,90,1,91,0.04
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,28,VIGNESH. M,Independent,93,0,93,0.04
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,29,VENKATESAN. M,Independent,66,0,66,0.03
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,30,VELU. K,Independent,57,1,58,0.03
63,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2263.htm,31,NOTA,None of the Above,758,27,785,0.36
