const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,1,PRAVEEN T.T,Indian National Congress,69378,1377,70755,40.45
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,2,MARIA STELLA,Naam Tamilar Katchi,6000,199,6199,3.54
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,3,VIJAYADHARANI S,Bharatiya Janata Party,44676,928,45604,26.07
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,4,BAIJU T,Viro Ke Vir Indian Party,287,7,294,0.17
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,5,MICHAEL KUMAR K,Tamilaga Vettri Kazhagam,49028,757,49785,28.46
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,6,MOHAN KUMAR M,All India Jananayaka Makkal Kazhagam,214,3,217,0.12
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,7,VENKADEASAN. K,Thamizhaka Padaippalar Makkal Katchi,193,1,194,0.11
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,8,JOHN CHRISTOPHER T,Rashtriya Janata Dal,389,13,402,0.23
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,9,KRISHNAN M,Independent,66,4,70,0.04
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,10,DAVID T,Independent,72,9,81,0.05
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,11,PRAVEEN KUMAR,Independent,106,2,108,0.06
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,12,MURUGANANDHA PRASAD T,Independent,108,4,112,0.06
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,13,JOSELAL L.V,Independent,185,5,190,0.11
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,14,SHIBU AMOSE,Independent,86,2,88,0.05
233,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22233.htm,15,NOTA,None of the Above,811,17,828,0.47
