const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,1,R KUPPUSAMY,Indian National Congress,59877,1116,60993,29.68
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,2,T M TAMILSELVAM,All India Anna Dravida Munnetra Kazhagam,64081,922,65003,31.63
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,3,MEKALA,Naam Tamilar Katchi,6486,143,6629,3.23
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,4,N ELAIYARAJA,Tamilaga Vettri Kazhagam,69448,753,70201,34.16
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,5,K THAVARAJ,Tamizhaga Vaazhvurimai Katchi,288,3,291,0.14
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,6,PALANI R,Thakkam Katchi,135,0,135,0.07
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,7,RAMESHWARI,Bharat Jan Chikitsa Party,115,0,115,0.06
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,8,VIJIYAL,Aanaithinthiya Jananayaka Pathukappu Kazhagam,203,3,206,0.1
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,9,KUMARAVEL,Independent,245,2,247,0.12
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,10,A SAMRAJ,Independent,151,4,155,0.08
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,11,TAMILMANI,Independent,234,7,241,0.12
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,12,BAKKIYARAJ R,Independent,173,3,176,0.09
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,13,MUNIRAJ,Independent,255,2,257,0.13
51,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2251.htm,14,NOTA,None of the Above,867,14,881,0.43
