const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,1,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,61922,570,62492,26.88
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,2,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,65894,481,66375,28.55
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,3,M.JAGADEESAN,Bahujan Samaj Party,695,2,697,0.3
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,4,"R.SRIDAR. B.L.,",Naam Tamilar Katchi,4707,49,4756,2.05
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,5,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,593,6,599,0.26
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,6,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,335,1,336,0.14
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,7,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,93820,500,94320,40.56
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,8,M.KUMARAN,Independent,260,0,260,0.11
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,9,GOPAL.K,Independent,174,3,177,0.08
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,10,T.GOVINDAN,Independent,205,1,206,0.09
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,11,A.H. SIVA GANESH,Independent,104,0,104,0.04
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,12,D.SUDHAKAR,Independent,319,2,321,0.14
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,13,V.SUDHAKAR,Independent,217,0,217,0.09
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,14,D.DINESH,Independent,222,0,222,0.1
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,15,G.RANJITH B.SC.L.L.B,Independent,502,1,503,0.22
1,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS221.htm,16,NOTA,None of the Above,931,6,937,0.4
