const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,1,KHAJA HUSSAIN AHAMED. A,Naam Tamilar Katchi,7000,95,7095,3.13
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,2,SAMINATHAN. T,Dravida Munnetra Kazhagam,84196,752,84948,37.5
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,3,PARAMASIVAM. V.P.B.,All India Anna Dravida Munnetra Kazhagam,74188,697,74885,33.05
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,4,DR.NAKAJOTHI. N,Tamilaga Vettri Kazhagam,56444,360,56804,25.07
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,5,BOOMIRAJ. K,Samaniya Makkal Nala Katchi,183,1,184,0.08
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,6,RAMESH. T,Tamizhaga Vaazhvurimai Katchi,131,0,131,0.06
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,7,RAVI. R,Communist Party of India (Marxist-Leninist) (Liberation),151,2,153,0.07
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,8,SURESH. B,Independent,71,1,72,0.03
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,9,SELVARAJ. V,Independent,94,0,94,0.04
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,10,DHIVAKAR. A,Independent,54,1,55,0.02
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,11,NATCHIMUTHU. R,Independent,77,1,78,0.03
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,12,MANIKANDAPRABHU. N C,Independent,292,2,294,0.13
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,13,MANEESHANKAR. M.G.,Independent,205,0,205,0.09
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,14,MARIMUTHU. S,Independent,355,0,355,0.16
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,15,MURUGAN. V,Independent,727,0,727,0.32
133,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22133.htm,16,NOTA,None of the Above,466,8,474,0.21
