const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,1,DR. GOKILAMANI.V,Dravida Munnetra Kazhagam,64706,824,65530,28.29
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,2,GOVINDAN.P,Bahujan Samaj Party,576,9,585,0.25
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,3,DR. L. MURUGAN,Bharatiya Janata Party,68138,698,68836,29.72
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,4,MENAKA. V,Naam Tamilar Katchi,7623,81,7704,3.33
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,5,ARUMUGAM.R,Ganasangam Party of India,498,3,501,0.22
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,6,KAMALI.S,Tamilaga Vettri Kazhagam,83730,479,84209,36.36
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,7,CHINNASAMY.V,Tamizhaga Vaazhvurimai Katchi,259,0,259,0.11
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,8,ARUMUGAM. P,Independent,187,1,188,0.08
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,9,ANANDHI.S,Independent,231,4,235,0.1
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,10,GOKILAMANI. M,Independent,650,2,652,0.28
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,11,SATHIYARASU. R,Independent,208,7,215,0.09
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,12,SUBRAMANI.C.K,Independent,261,3,264,0.11
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,13,DHANABAL.R,Independent,546,0,546,0.24
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,14,MOORTHI.R,Independent,311,2,313,0.14
112,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22112.htm,15,NOTA,None of the Above,1539,24,1563,0.67
