const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,1,KARMEGAN.M,Naam Tamilar Katchi,6961,107,7068,3.47
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2,M.P.SAMINATHAN,Dravida Munnetra Kazhagam,58184,1046,59230,29.1
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,3,NSN NATARAJ,All India Anna Dravida Munnetra Kazhagam,70352,770,71122,34.94
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,4,P.THIRUGNANASAMBANTHAM,Party for the Rights of Other backward Classes,498,1,499,0.25
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,5,MANI GOUNDER,Tamilaga Vettri Kazhagam,62485,504,62989,30.95
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,6,R.VIJAYALAKSHMI,Ganasangam Party of India,172,4,176,0.09
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,7,K.ARUMUGAM,Independent,68,0,68,0.03
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,8,R. IMMANUVEL,Independent,281,1,282,0.14
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,9,KARTHIKEYAN,Independent,163,1,164,0.08
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,10,GOWTHAM,Independent,93,5,98,0.05
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,11,T.NATARAJ,Independent,76,2,78,0.04
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,12,PALANISAMY,Independent,203,0,203,0.1
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,13,P.PARTHIBAN,Independent,311,1,312,0.15
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,14,P.MANI,Independent,273,1,274,0.13
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,15,B.RAJENDRAN,Independent,264,1,265,0.13
102,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,16,NOTA,None of the Above,683,23,706,0.35
