const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,1,M.ARUNKUMAR,Naam Tamilar Katchi,6634,89,6723,3.52
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,2,S.KIRTHIKA,Bharatiya Janata Party,57306,979,58285,30.55
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,3,S.SENTHILNATHAN,Dravida Munnetra Kazhagam,56989,1247,58236,30.53
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,4,K.MUNIYAPPAN,Bahujan Samaj Party,638,13,651,0.34
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,5,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,2192,47,2239,1.17
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,6,D.SHANMUGAN,Tamilaga Vettri Kazhagam,59978,737,60715,31.83
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,7,M.RAMESH,Namathu Kongu Munnetra Kalagam,198,2,200,0.1
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,8,M.RAVIKUMAR,Ganasangam Party of India,222,1,223,0.12
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,9,A.KATHIRVEL,Independent,243,2,245,0.13
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,10,K.DHANABAL,Independent,281,3,284,0.15
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,11,A.DURAISAMY,Independent,297,6,303,0.16
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,12,R.NATARAJAN,Independent,224,3,227,0.12
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,13,L.BHARATHI,Independent,582,3,585,0.31
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,14,R.VELUSAMY,Independent,918,0,918,0.48
100,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22100.htm,15,NOTA,None of the Above,905,20,925,0.48
