const_no,page_title,source_url,sn,candidate,party,evm_votes,postal_votes,total_votes,%_of_votes
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,1,SHAN. RAMANATHAN,Dravida Munnetra Kazhagam,69339,1411,70750,35.59
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,2,N. KRISHNAKUMAR,Naam Tamilar Katchi,9235,148,9383,4.72
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,3,KARUPPU MURUGANANTHAM,Bharatiya Janata Party,26350,440,26790,13.48
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,4,H. MOHAMED ABDUL KHADIR,Tamizhaga Vaazhvurimai Katchi,264,2,266,0.13
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,5,S. MUTHUVEL,Bahujan Dravida Party,508,5,513,0.26
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,6,R. VIJAYSARAVANAN,Tamilaga Vettri Kazhagam,86874,831,87705,44.12
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,7,S. KARIKALA CHOLAN,Independent,793,7,800,0.4
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,8,D. KUMARAN,Independent,156,1,157,0.08
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,9,M. SANTHOSH,Independent,170,9,179,0.09
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,10,R. SABTHAGIRI,Independent,136,1,137,0.07
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,11,R. MURALIDHARAN,Independent,822,22,844,0.42
174,Election Commission of India,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22174.htm,12,NOTA,None of the Above,1245,29,1274,0.64
